Interval, Ratio
1497000, 0.375676
1498000, 0.375615
1499000, 0.375629
1500000, 0.375642
1501000, 0.375623
1502000, 0.375658
1503000, 0.375662
1504000, 0.375704
1505000, 0.375728
1506000, 0.375680
1507000, 0.375701
1508000, 0.375684
1509000, 0.375710
1510000, 0.375732
1511000, 0.375639
1512000, 0.375657
1513000, 0.375599
1514000, 0.375613
1515000, 0.375582
1516000, 0.375615
1517000, 0.375644
1518000, 0.375619
1519000, 0.375615
1520000, 0.375579
1521000, 0.375583
1522000, 0.375593
1523000, 0.375559
1524000, 0.375612
1525000, 0.375610
1526000, 0.375555
1527000, 0.375548
1528000, 0.375584
1529000, 0.375615
1530000, 0.375660
1531000, 0.375670
1532000, 0.375678
1533000, 0.375676
1534000, 0.375677
1535000, 0.375681
1536000, 0.375650
1537000, 0.375631
1538000, 0.375574
1539000, 0.375587
1540000, 0.375543
1541000, 0.375607
1542000, 0.375597
1543000, 0.375577
1544000, 0.375619
1545000, 0.375591
1546000, 0.375654
1547000, 0.375645
1548000, 0.375615
1549000, 0.375654
1550000, 0.375593
1551000, 0.375609
1552000, 0.375583
1553000, 0.375578
1554000, 0.375583
1555000, 0.375618
1556000, 0.375621
1557000, 0.375591
1558000, 0.375586
1559000, 0.375575
1560000, 0.375518
1561000, 0.375554
1562000, 0.375549
1563000, 0.375533
1564000, 0.375531
1565000, 0.375503
1566000, 0.375518
1567000, 0.375555
1568000, 0.375542
1569000, 0.375599
1570000, 0.375563
1571000, 0.375577
1572000, 0.375589
1573000, 0.375614
1574000, 0.375622
1575000, 0.375604
1576000, 0.375588
1577000, 0.375529
1578000, 0.375527
1579000, 0.375556
1580000, 0.375552
1581000, 0.375563
1582000, 0.375540
1583000, 0.375587
1584000, 0.375611
1585000, 0.375641
1586000, 0.375635
1587000, 0.375661
1588000, 0.375653
1589000, 0.375623
1590000, 0.375583
1591000, 0.375555
1592000, 0.375572
1593000, 0.375568
1594000, 0.375609
1595000, 0.375595
1596000, 0.375616
1597000, 0.375688
1598000, 0.375725
1599000, 0.375745
1600000, 0.375733
1601000, 0.375790
1602000, 0.375782
1603000, 0.375777
1604000, 0.375687
1605000, 0.375670
1606000, 0.375684
1607000, 0.375692
1608000, 0.375750
1609000, 0.375725
1610000, 0.375707
1611000, 0.375683
1612000, 0.375646
1613000, 0.375650
1614000, 0.375616
1615000, 0.375569
1616000, 0.375550
1617000, 0.375561
1618000, 0.375577
1619000, 0.375602
1620000, 0.375652
1621000, 0.375636
1622000, 0.375611
1623000, 0.375596
1624000, 0.375599
1625000, 0.375566
1626000, 0.375584
1627000, 0.375615
1628000, 0.375596
1629000, 0.375580
1630000, 0.375524
1631000, 0.375541
1632000, 0.375591
1633000, 0.375617
1634000, 0.375583
1635000, 0.375572
1636000, 0.375560
1637000, 0.375571
1638000, 0.375588
1639000, 0.375599
1640000, 0.375590
1641000, 0.375594
1642000, 0.375591
1643000, 0.375564
1644000, 0.375498
1645000, 0.375486
1646000, 0.375474
1647000, 0.375530
1648000, 0.375537
1649000, 0.375579
1650000, 0.375583
1651000, 0.375589
1652000, 0.375584
1653000, 0.375578
1654000, 0.375596
1655000, 0.375553
1656000, 0.375560
1657000, 0.375523
1658000, 0.375515
1659000, 0.375520
1660000, 0.375477
1661000, 0.375499
1662000, 0.375522
1663000, 0.375544
1664000, 0.375550
1665000, 0.375550
1666000, 0.375536
1667000, 0.375568
1668000, 0.375530
1669000, 0.375531
1670000, 0.375549
1671000, 0.375616
1672000, 0.375581
1673000, 0.375566
1674000, 0.375589
1675000, 0.375581
1676000, 0.375553
1677000, 0.375554
1678000, 0.375548
1679000, 0.375531
1680000, 0.375536
1681000, 0.375568
1682000, 0.375548
1683000, 0.375481
1684000, 0.375489
1685000, 0.375458
1686000, 0.375492
1687000, 0.375509
1688000, 0.375494
1689000, 0.375482
1690000, 0.375509
1691000, 0.375536
1692000, 0.375554
1693000, 0.375572
1694000, 0.375555
1695000, 0.375539
1696000, 0.375519
1697000, 0.375557
1698000, 0.375522
1699000, 0.375565
1700000, 0.375542
1701000, 0.375554
1702000, 0.375582
1703000, 0.375581
1704000, 0.375573
1705000, 0.375540
1706000, 0.375515
1707000, 0.375557
1708000, 0.375617
1709000, 0.375583
1710000, 0.375586
1711000, 0.375643
1712000, 0.375644
1713000, 0.375606
1714000, 0.375612
1715000, 0.375547
1716000, 0.375589
1717000, 0.375510
1718000, 0.375504
1719000, 0.375491
1720000, 0.375514
1721000, 0.375509
1722000, 0.375530
1723000, 0.375486
1724000, 0.375457
1725000, 0.375486
1726000, 0.375547
1727000, 0.375527
1728000, 0.375559
1729000, 0.375593
1730000, 0.375588
1731000, 0.375574
1732000, 0.375612
1733000, 0.375619
1734000, 0.375607
1735000, 0.375606
1736000, 0.375587
1737000, 0.375577
1738000, 0.375555
1739000, 0.375583
1740000, 0.375574
1741000, 0.375595
1742000, 0.375576
1743000, 0.375590
1744000, 0.375632
1745000, 0.375611
1746000, 0.375605
1747000, 0.375632
1748000, 0.375635
1749000, 0.375599
1750000, 0.375634
1751000, 0.375671
1752000, 0.375672
1753000, 0.375706
1754000, 0.375679
1755000, 0.375663
1756000, 0.375669
1757000, 0.375670
1758000, 0.375674
1759000, 0.375703
1760000, 0.375672
1761000, 0.375679
1762000, 0.375669
1763000, 0.375669
1764000, 0.375689
1765000, 0.375731
1766000, 0.375733
1767000, 0.375742
1768000, 0.375720
1769000, 0.375737
1770000, 0.375724
1771000, 0.375689
1772000, 0.375656
1773000, 0.375665
1774000, 0.375637
1775000, 0.375644
1776000, 0.375628
1777000, 0.375648
1778000, 0.375685
1779000, 0.375677
1780000, 0.375694
1781000, 0.375679
1782000, 0.375673
1783000, 0.375645
1784000, 0.375622
1785000, 0.375616
1786000, 0.375643
1787000, 0.375631
1788000, 0.375624
1789000, 0.375625
1790000, 0.375616
1791000, 0.375595
1792000, 0.375639
1793000, 0.375612
1794000, 0.375603
1795000, 0.375605
1796000, 0.375583
1797000, 0.375591
1798000, 0.375577
1799000, 0.375580
1800000, 0.375558
1801000, 0.375557
1802000, 0.375594
1803000, 0.375582
1804000, 0.375573
1805000, 0.375538
1806000, 0.375566
1807000, 0.375603
1808000, 0.375563
1809000, 0.375550
1810000, 0.375570
1811000, 0.375538
1812000, 0.375510
1813000, 0.375514
1814000, 0.375526
1815000, 0.375562
1816000, 0.375598
1817000, 0.375566
1818000, 0.375581
1819000, 0.375548
1820000, 0.375538
1821000, 0.375536
1822000, 0.375570
1823000, 0.375586
1824000, 0.375567
1825000, 0.375566
1826000, 0.375570
1827000, 0.375563
1828000, 0.375608
1829000, 0.375627
1830000, 0.375635
1831000, 0.375657
1832000, 0.375621
1833000, 0.375622
1834000, 0.375645
1835000, 0.375620
1836000, 0.375635
1837000, 0.375624
1838000, 0.375633
1839000, 0.375625
1840000, 0.375595
1841000, 0.375605
1842000, 0.375612
1843000, 0.375647
1844000, 0.375697
1845000, 0.375687
1846000, 0.375689
1847000, 0.375702
1848000, 0.375709
1849000, 0.375675
1850000, 0.375636
1851000, 0.375626
1852000, 0.375627
1853000, 0.375616
1854000, 0.375617
1855000, 0.375694
1856000, 0.375735
1857000, 0.375715
1858000, 0.375741
1859000, 0.375727
1860000, 0.375675
1861000, 0.375679
1862000, 0.375678
1863000, 0.375721
1864000, 0.375671
1865000, 0.375658
1866000, 0.375629
1867000, 0.375648
1868000, 0.375630
1869000, 0.375628
1870000, 0.375631
1871000, 0.375605
1872000, 0.375629
1873000, 0.375633
1874000, 0.375623
1875000, 0.375650
1876000, 0.375609
1877000, 0.375594
1878000, 0.375562
1879000, 0.375582
1880000, 0.375576
1881000, 0.375539
1882000, 0.375511
1883000, 0.375485
1884000, 0.375471
1885000, 0.375436
1886000, 0.375419
1887000, 0.375437
1888000, 0.375428
1889000, 0.375395
1890000, 0.375394
1891000, 0.375362
1892000, 0.375341
1893000, 0.375321
1894000, 0.375287
1895000, 0.375238
1896000, 0.375228
1897000, 0.375250
1898000, 0.375214
1899000, 0.375188
1900000, 0.375208
1901000, 0.375180
1902000, 0.375176
1903000, 0.375184
1904000, 0.375180
1905000, 0.375198
1906000, 0.375183
1907000, 0.375184
1908000, 0.375200
1909000, 0.375214
1910000, 0.375190
1911000, 0.375219
1912000, 0.375193
1913000, 0.375174
1914000, 0.375158
1915000, 0.375208
1916000, 0.375202
1917000, 0.375203
1918000, 0.375235
1919000, 0.375232
1920000, 0.375224
1921000, 0.375228
1922000, 0.375245
1923000, 0.375239
1924000, 0.375197
1925000, 0.375150
1926000, 0.375141
1927000, 0.375146
1928000, 0.375183
1929000, 0.375214
1930000, 0.375205
1931000, 0.375192
1932000, 0.375230
1933000, 0.375183
1934000, 0.375224
1935000, 0.375229
1936000, 0.375252
1937000, 0.375251
1938000, 0.375236
1939000, 0.375244
1940000, 0.375198
1941000, 0.375183
1942000, 0.375152
1943000, 0.375145
1944000, 0.375108
1945000, 0.375077
1946000, 0.375080
1947000, 0.375102
1948000, 0.375129
1949000, 0.375131
1950000, 0.375097
1951000, 0.375082
1952000, 0.375051
1953000, 0.375041
1954000, 0.375082
1955000, 0.375060
1956000, 0.375073
1957000, 0.375091
1958000, 0.375056
1959000, 0.375063
1960000, 0.375073
1961000, 0.375044
1962000, 0.375077
1963000, 0.375067
1964000, 0.375030
1965000, 0.375010
1966000, 0.375039
1967000, 0.375056
1968000, 0.375057
1969000, 0.375047
1970000, 0.375070
1971000, 0.375031
1972000, 0.375026
1973000, 0.375043
1974000, 0.375080
1975000, 0.375076
1976000, 0.375037
1977000, 0.375028
1978000, 0.375053
1979000, 0.375088
1980000, 0.375081
1981000, 0.375097
1982000, 0.375081
1983000, 0.375111
1984000, 0.375118
1985000, 0.375138
1986000, 0.375139
1987000, 0.375133
1988000, 0.375106
1989000, 0.375155
1990000, 0.375137
1991000, 0.375110
1992000, 0.375039
1993000, 0.374999
1994000, 0.374961
1995000, 0.374983
1996000, 0.375011
1997000, 0.375005
1998000, 0.374997
1999000, 0.374982
2000000, 0.375003
2001000, 0.375031
2002000, 0.375060
2003000, 0.375042
2004000, 0.375041
2005000, 0.375059
2006000, 0.375057
2007000, 0.375090
2008000, 0.375085
2009000, 0.375100
2010000, 0.375108
2011000, 0.375104
2012000, 0.375092
2013000, 0.375089
2014000, 0.375123
2015000, 0.375104
2016000, 0.375171
2017000, 0.375158
2018000, 0.375128
2019000, 0.375137
2020000, 0.375122
2021000, 0.375091
2022000, 0.375091
2023000, 0.375113
2024000, 0.375110
2025000, 0.375090
2026000, 0.375097
2027000, 0.375076
2028000, 0.375100
2029000, 0.375094
2030000, 0.375056
2031000, 0.375056
2032000, 0.375074
2033000, 0.375053
2034000, 0.375088
2035000, 0.375097
2036000, 0.375086
2037000, 0.375142
2038000, 0.375133
2039000, 0.375121
2040000, 0.375157
2041000, 0.375153
2042000, 0.375145
2043000, 0.375160
2044000, 0.375165
2045000, 0.375159
2046000, 0.375119
2047000, 0.375136
2048000, 0.375137
2049000, 0.375153
2050000, 0.375139
2051000, 0.375094
2052000, 0.375072
2053000, 0.375076
2054000, 0.375099
2055000, 0.375119
2056000, 0.375089
2057000, 0.375073
2058000, 0.375088
2059000, 0.375073
2060000, 0.375079
2061000, 0.375058
2062000, 0.375075
2063000, 0.375068
2064000, 0.375102
2065000, 0.375108
2066000, 0.375071
2067000, 0.375066
2068000, 0.375059
2069000, 0.375056
2070000, 0.375051
2071000, 0.375035
2072000, 0.375016
2073000, 0.375012
2074000, 0.375001
2075000, 0.375035
2076000, 0.375027
2077000, 0.375000
2078000, 0.374980
2079000, 0.374939
2080000, 0.374932
2081000, 0.374896
2082000, 0.374905
2083000, 0.374924
2084000, 0.374903
2085000, 0.374889
2086000, 0.374927
2087000, 0.374940
2088000, 0.374938
2089000, 0.374950
2090000, 0.374924
2091000, 0.374883
2092000, 0.374851
2093000, 0.374854
2094000, 0.374907
2095000, 0.374895
2096000, 0.374887
2097000, 0.374855
2098000, 0.374896
2099000, 0.374863
2100000, 0.374830
2101000, 0.374826
2102000, 0.374852
2103000, 0.374884
2104000, 0.374866
2105000, 0.374862
2106000, 0.374834
2107000, 0.374858
2108000, 0.374803
2109000, 0.374804
2110000, 0.374811
2111000, 0.374811
2112000, 0.374846
2113000, 0.374853
2114000, 0.374869
2115000, 0.374853
2116000, 0.374868
2117000, 0.374837
2118000, 0.374834
2119000, 0.374815
2120000, 0.374785
2121000, 0.374831
2122000, 0.374826
2123000, 0.374852
2124000, 0.374832
2125000, 0.374797
2126000, 0.374825
2127000, 0.374860
2128000, 0.374816
2129000, 0.374779
2130000, 0.374803
2131000, 0.374806
2132000, 0.374797
2133000, 0.374820
2134000, 0.374803
2135000, 0.374802
2136000, 0.374790
2137000, 0.374780
2138000, 0.374723
2139000, 0.374738
2140000, 0.374763
2141000, 0.374749
2142000, 0.374756
2143000, 0.374746
2144000, 0.374758
2145000, 0.374766
2146000, 0.374763
2147000, 0.374767
2148000, 0.374819
2149000, 0.374822
2150000, 0.374797
2151000, 0.374809
2152000, 0.374848
2153000, 0.374864
2154000, 0.374869
2155000, 0.374879
2156000, 0.374829
2157000, 0.374857
2158000, 0.374826
2159000, 0.374844
2160000, 0.374816
2161000, 0.374841
2162000, 0.374841
2163000, 0.374842
2164000, 0.374849
2165000, 0.374876
2166000, 0.374864
2167000, 0.374864
2168000, 0.374871
2169000, 0.374880
2170000, 0.374866
2171000, 0.374858
2172000, 0.374819
2173000, 0.374833
2174000, 0.374813
2175000, 0.374811
2176000, 0.374791
2177000, 0.374786
2178000, 0.374739
2179000, 0.374732
2180000, 0.374726
2181000, 0.374692
2182000, 0.374704
2183000, 0.374714
2184000, 0.374732
2185000, 0.374728
2186000, 0.374705
2187000, 0.374696
2188000, 0.374706
2189000, 0.374681
2190000, 0.374704
2191000, 0.374725
2192000, 0.374765
2193000, 0.374797
2194000, 0.374780
2195000, 0.374787
2196000, 0.374735
2197000, 0.374776
2198000, 0.374756
2199000, 0.374753
2200000, 0.374743
2201000, 0.374744
2202000, 0.374701
2203000, 0.374681
2204000, 0.374680
2205000, 0.374669
2206000, 0.374667
2207000, 0.374668
2208000, 0.374674
2209000, 0.374643
2210000, 0.374634
2211000, 0.374650
2212000, 0.374679
2213000, 0.374708
2214000, 0.374695
2215000, 0.374691
2216000, 0.374723
2217000, 0.374692
2218000, 0.374698
2219000, 0.374674
2220000, 0.374657
2221000, 0.374629
2222000, 0.374665
2223000, 0.374662
2224000, 0.374676
2225000, 0.374692
2226000, 0.374709
2227000, 0.374727
2228000, 0.374751
2229000, 0.374779
2230000, 0.374770
2231000, 0.374792
2232000, 0.374811
2233000, 0.374823
2234000, 0.374805
2235000, 0.374824
2236000, 0.374793
2237000, 0.374765
2238000, 0.374784
2239000, 0.374789
2240000, 0.374783
2241000, 0.374788
2242000, 0.374785
2243000, 0.374791
2244000, 0.374812
2245000, 0.374819
2246000, 0.374787
2247000, 0.374795
2248000, 0.374828
2249000, 0.374803
2250000, 0.374783
2251000, 0.374792
2252000, 0.374782
2253000, 0.374783
2254000, 0.374817
2255000, 0.374817
2256000, 0.374811
2257000, 0.374827
2258000, 0.374836
2259000, 0.374849
2260000, 0.374856
2261000, 0.374838
2262000, 0.374850
2263000, 0.374867
2264000, 0.374861
2265000, 0.374834
2266000, 0.374825
2267000, 0.374834
2268000, 0.374833
2269000, 0.374855
2270000, 0.374840
2271000, 0.374823
2272000, 0.374802
2273000, 0.374755
2274000, 0.374735
2275000, 0.374731
2276000, 0.374707
2277000, 0.374702
2278000, 0.374746
2279000, 0.374789
2280000, 0.374815
2281000, 0.374819
2282000, 0.374808
2283000, 0.374833
2284000, 0.374808
2285000, 0.374826
2286000, 0.374778
2287000, 0.374778
2288000, 0.374763
2289000, 0.374710
2290000, 0.374719
2291000, 0.374684
2292000, 0.374672
2293000, 0.374678
2294000, 0.374683
2295000, 0.374672
2296000, 0.374712
2297000, 0.374705
2298000, 0.374697
2299000, 0.374729
2300000, 0.374715
2301000, 0.374725
2302000, 0.374722
2303000, 0.374717
2304000, 0.374708
2305000, 0.374745
2306000, 0.374707
2307000, 0.374670
2308000, 0.374687
2309000, 0.374684
2310000, 0.374694
2311000, 0.374699
2312000, 0.374706
2313000, 0.374692
2314000, 0.374677
2315000, 0.374701
2316000, 0.374718
2317000, 0.374703
2318000, 0.374711
2319000, 0.374696
2320000, 0.374682
2321000, 0.374707
2322000, 0.374711
2323000, 0.374714
2324000, 0.374741
2325000, 0.374711
2326000, 0.374691
2327000, 0.374699
2328000, 0.374686
2329000, 0.374686
2330000, 0.374690
2331000, 0.374700
2332000, 0.374691
2333000, 0.374667
2334000, 0.374681
2335000, 0.374694
2336000, 0.374660
2337000, 0.374653
2338000, 0.374667
2339000, 0.374658
2340000, 0.374646
2341000, 0.374677
2342000, 0.374713
2343000, 0.374716
2344000, 0.374684
2345000, 0.374682
2346000, 0.374689
2347000, 0.374692
2348000, 0.374683
2349000, 0.374696
2350000, 0.374705
2351000, 0.374702
2352000, 0.374707
2353000, 0.374690
2354000, 0.374679
2355000, 0.374681
2356000, 0.374660
2357000, 0.374670
2358000, 0.374651
2359000, 0.374674
2360000, 0.374662
2361000, 0.374650
2362000, 0.374669
2363000, 0.374665
2364000, 0.374709
2365000, 0.374686
2366000, 0.374659
2367000, 0.374665
2368000, 0.374655
2369000, 0.374650
2370000, 0.374622
2371000, 0.374641
2372000, 0.374649
2373000, 0.374639
2374000, 0.374654
2375000, 0.374620
2376000, 0.374634
2377000, 0.374598
2378000, 0.374552
2379000, 0.374575
2380000, 0.374542
2381000, 0.374533
2382000, 0.374512
2383000, 0.374507
2384000, 0.374492
2385000, 0.374515
2386000, 0.374527
2387000, 0.374530
2388000, 0.374581
2389000, 0.374573
2390000, 0.374547
2391000, 0.374556
2392000, 0.374538
2393000, 0.374534
2394000, 0.374556
2395000, 0.374569
2396000, 0.374550
2397000, 0.374582
2398000, 0.374574
2399000, 0.374586
2400000, 0.374604
2401000, 0.374581
2402000, 0.374611
2403000, 0.374572
2404000, 0.374577
2405000, 0.374545
2406000, 0.374538
2407000, 0.374550
2408000, 0.374566
2409000, 0.374539
2410000, 0.374563
2411000, 0.374554
2412000, 0.374546
2413000, 0.374526
2414000, 0.374508
2415000, 0.374484
2416000, 0.374476
2417000, 0.374468
2418000, 0.374463
2419000, 0.374426
2420000, 0.374466
2421000, 0.374458
2422000, 0.374462
2423000, 0.374466
2424000, 0.374465
2425000, 0.374477
2426000, 0.374476
2427000, 0.374463
2428000, 0.374470
2429000, 0.374473
2430000, 0.374457
2431000, 0.374470
2432000, 0.374470
2433000, 0.374432
2434000, 0.374410
2435000, 0.374376
2436000, 0.374361
2437000, 0.374384
2438000, 0.374370
2439000, 0.374350
2440000, 0.374356
2441000, 0.374368
2442000, 0.374315
2443000, 0.374346
2444000, 0.374322
2445000, 0.374292
2446000, 0.374294
2447000, 0.374292
2448000, 0.374261
2449000, 0.374235
2450000, 0.374215
2451000, 0.374218
2452000, 0.374246
2453000, 0.374251
2454000, 0.374278
2455000, 0.374249
2456000, 0.374250
2457000, 0.374238
2458000, 0.374241
2459000, 0.374257
2460000, 0.374286
2461000, 0.374266
2462000, 0.374227
2463000, 0.374230
2464000, 0.374195
2465000, 0.374207
2466000, 0.374222
2467000, 0.374199
2468000, 0.374178
2469000, 0.374177
2470000, 0.374181
2471000, 0.374190
2472000, 0.374214
2473000, 0.374195
2474000, 0.374208
2475000, 0.374221
2476000, 0.374230
2477000, 0.374242
2478000, 0.374218
2479000, 0.374207
2480000, 0.374190
2481000, 0.374200
2482000, 0.374212
2483000, 0.374230
2484000, 0.374248
2485000, 0.374247
2486000, 0.374235
2487000, 0.374236
2488000, 0.374248
2489000, 0.374246
2490000, 0.374222
2491000, 0.374249
2492000, 0.374246
2493000, 0.374246
2494000, 0.374221
2495000, 0.374245
2496000, 0.374236
2497000, 0.374235
2498000, 0.374242
2499000, 0.374245
2500000, 0.374254
2501000, 0.374188
2502000, 0.374154
2503000, 0.374159
2504000, 0.374150
2505000, 0.374170
2506000, 0.374202
2507000, 0.374191
2508000, 0.374191
2509000, 0.374192
2510000, 0.374199
2511000, 0.374237
2512000, 0.374241
2513000, 0.374274
2514000, 0.374270
2515000, 0.374276
2516000, 0.374292
2517000, 0.374298
2518000, 0.374272
2519000, 0.374259
2520000, 0.374240
2521000, 0.374253
2522000, 0.374256
2523000, 0.374258
2524000, 0.374245
2525000, 0.374272
2526000, 0.374288
2527000, 0.374279
2528000, 0.374270
2529000, 0.374290
2530000, 0.374257
2531000, 0.374229
2532000, 0.374239
2533000, 0.374216
2534000, 0.374217
2535000, 0.374215
2536000, 0.374210
2537000, 0.374215
2538000, 0.374231
2539000, 0.374242
2540000, 0.374243
2541000, 0.374250
2542000, 0.374219
2543000, 0.374229
2544000, 0.374256
2545000, 0.374254
2546000, 0.374268
2547000, 0.374273
2548000, 0.374262
2549000, 0.374274
2550000, 0.374293
2551000, 0.374271
2552000, 0.374279
2553000, 0.374277
2554000, 0.374300
2555000, 0.374281
2556000, 0.374273
2557000, 0.374291
2558000, 0.374271
2559000, 0.374279
2560000, 0.374301
2561000, 0.374344
2562000, 0.374367
2563000, 0.374358
2564000, 0.374346
2565000, 0.374339
2566000, 0.374336
2567000, 0.374362
2568000, 0.374320
2569000, 0.374350
2570000, 0.374376
2571000, 0.374351
2572000, 0.374358
2573000, 0.374371
2574000, 0.374359
2575000, 0.374349
2576000, 0.374335
2577000, 0.374324
2578000, 0.374303
2579000, 0.374278
2580000, 0.374256
2581000, 0.374249
2582000, 0.374239
2583000, 0.374248
2584000, 0.374271
2585000, 0.374263
2586000, 0.374255
2587000, 0.374276
2588000, 0.374295
2589000, 0.374295
2590000, 0.374328
2591000, 0.374312
2592000, 0.374312
2593000, 0.374306
2594000, 0.374295
2595000, 0.374261
2596000, 0.374283
2597000, 0.374270
2598000, 0.374274
2599000, 0.374285
2600000, 0.374275
2601000, 0.374267
2602000, 0.374288
2603000, 0.374288
2604000, 0.374304
2605000, 0.374319
2606000, 0.374329
2607000, 0.374347
2608000, 0.374329
2609000, 0.374328
2610000, 0.374336
2611000, 0.374351
2612000, 0.374317
2613000, 0.374313
2614000, 0.374346
2615000, 0.374341
2616000, 0.374369
2617000, 0.374369
2618000, 0.374363
2619000, 0.374326
2620000, 0.374305
2621000, 0.374334
2622000, 0.374324
2623000, 0.374325
2624000, 0.374317
2625000, 0.374355
2626000, 0.374326
2627000, 0.374328
2628000, 0.374305
2629000, 0.374317
2630000, 0.374334
2631000, 0.374293
2632000, 0.374318
2633000, 0.374306
2634000, 0.374294
2635000, 0.374297
2636000, 0.374323
2637000, 0.374327
2638000, 0.374321
2639000, 0.374335
2640000, 0.374339
2641000, 0.374351
2642000, 0.374375
2643000, 0.374353
2644000, 0.374376
2645000, 0.374365
2646000, 0.374368
2647000, 0.374356
2648000, 0.374324
2649000, 0.374338
2650000, 0.374319
2651000, 0.374320
2652000, 0.374310
2653000, 0.374336
2654000, 0.374325
2655000, 0.374319
2656000, 0.374323
2657000, 0.374309
2658000, 0.374282
2659000, 0.374308
2660000, 0.374297
2661000, 0.374318
2662000, 0.374301
2663000, 0.374305
2664000, 0.374320
2665000, 0.374287
2666000, 0.374278
2667000, 0.374312
2668000, 0.374324
2669000, 0.374339
2670000, 0.374360
2671000, 0.374353
2672000, 0.374314
2673000, 0.374319
2674000, 0.374314
2675000, 0.374302
2676000, 0.374265
2677000, 0.374247
2678000, 0.374250
2679000, 0.374283
2680000, 0.374299
2681000, 0.374305
2682000, 0.374278
2683000, 0.374292
2684000, 0.374320
2685000, 0.374349
2686000, 0.374338
2687000, 0.374330
2688000, 0.374347
2689000, 0.374371
2690000, 0.374371
2691000, 0.374359
2692000, 0.374315
2693000, 0.374320
2694000, 0.374330
2695000, 0.374333
2696000, 0.374343
2697000, 0.374363
2698000, 0.374346
2699000, 0.374360
2700000, 0.374377
2701000, 0.374374
2702000, 0.374386
2703000, 0.374355
2704000, 0.374360
2705000, 0.374412
2706000, 0.374428
2707000, 0.374414
2708000, 0.374442
2709000, 0.374457
2710000, 0.374462
2711000, 0.374448
2712000, 0.374466
2713000, 0.374452
2714000, 0.374470
2715000, 0.374468
2716000, 0.374500
2717000, 0.374491
2718000, 0.374522
2719000, 0.374522
2720000, 0.374527
2721000, 0.374524
2722000, 0.374524
2723000, 0.374520
2724000, 0.374489
2725000, 0.374498
2726000, 0.374508
2727000, 0.374523
2728000, 0.374519
2729000, 0.374522
2730000, 0.374519
2731000, 0.374495
2732000, 0.374495
2733000, 0.374517
2734000, 0.374529
2735000, 0.374521
2736000, 0.374510
2737000, 0.374516
2738000, 0.374509
2739000, 0.374489
2740000, 0.374453
2741000, 0.374431
2742000, 0.374436
2743000, 0.374409
2744000, 0.374421
2745000, 0.374420
2746000, 0.374451
2747000, 0.374449
2748000, 0.374458
2749000, 0.374462
2750000, 0.374465
2751000, 0.374447
2752000, 0.374457
2753000, 0.374426
2754000, 0.374431
2755000, 0.374411
2756000, 0.374412
2757000, 0.374365
2758000, 0.374336
2759000, 0.374349
2760000, 0.374334
2761000, 0.374362
2762000, 0.374348
2763000, 0.374367
2764000, 0.374376
2765000, 0.374395
2766000, 0.374405
2767000, 0.374433
2768000, 0.374414
2769000, 0.374406
2770000, 0.374421
2771000, 0.374429
2772000, 0.374419
2773000, 0.374419
2774000, 0.374392
2775000, 0.374419
2776000, 0.374398
2777000, 0.374391
2778000, 0.374410
2779000, 0.374438
2780000, 0.374479
2781000, 0.374461
2782000, 0.374476
2783000, 0.374491
2784000, 0.374501
2785000, 0.374490
2786000, 0.374489
2787000, 0.374504
2788000, 0.374520
2789000, 0.374553
2790000, 0.374532
2791000, 0.374530
2792000, 0.374545
2793000, 0.374567
2794000, 0.374597
2795000, 0.374580
2796000, 0.374581
2797000, 0.374584
2798000, 0.374569
2799000, 0.374591
2800000, 0.374590
2801000, 0.374604
2802000, 0.374616
2803000, 0.374623
2804000, 0.374639
2805000, 0.374634
2806000, 0.374642
2807000, 0.374623
2808000, 0.374614
2809000, 0.374618
2810000, 0.374627
2811000, 0.374619
2812000, 0.374637
2813000, 0.374654
2814000, 0.374649
2815000, 0.374656
2816000, 0.374661
2817000, 0.374671
2818000, 0.374661
2819000, 0.374654
2820000, 0.374669
2821000, 0.374698
2822000, 0.374700
2823000, 0.374720
2824000, 0.374726
2825000, 0.374735
2826000, 0.374756
2827000, 0.374756
2828000, 0.374741
2829000, 0.374732
2830000, 0.374757
2831000, 0.374749
2832000, 0.374780
2833000, 0.374801
2834000, 0.374756
2835000, 0.374728
2836000, 0.374761
2837000, 0.374763
2838000, 0.374766
2839000, 0.374771
2840000, 0.374773
2841000, 0.374780
2842000, 0.374781
2843000, 0.374782
2844000, 0.374789
2845000, 0.374786
2846000, 0.374783
2847000, 0.374787
2848000, 0.374775
2849000, 0.374790
2850000, 0.374790
2851000, 0.374808
2852000, 0.374801
2853000, 0.374803
2854000, 0.374807
2855000, 0.374820
2856000, 0.374794
2857000, 0.374777
2858000, 0.374737
2859000, 0.374734
2860000, 0.374751
2861000, 0.374774
2862000, 0.374776
2863000, 0.374765
2864000, 0.374759
2865000, 0.374749
2866000, 0.374773
2867000, 0.374778
2868000, 0.374779
2869000, 0.374784
2870000, 0.374788
2871000, 0.374780
2872000, 0.374754
2873000, 0.374777
2874000, 0.374767
2875000, 0.374755
2876000, 0.374778
2877000, 0.374808
2878000, 0.374822
2879000, 0.374786
2880000, 0.374760
2881000, 0.374759
2882000, 0.374772
2883000, 0.374776
2884000, 0.374778
2885000, 0.374790
2886000, 0.374779
2887000, 0.374794
2888000, 0.374815
2889000, 0.374806
2890000, 0.374779
2891000, 0.374792
2892000, 0.374803
2893000, 0.374790
2894000, 0.374775
2895000, 0.374774
